churn,age,deposits,withdrawal,purchases_partners,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,ios_user,android_user,registered_phones,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,left_for_two_month_plus,left_for_one_month,reward_rate,is_referred,housing_O,housing_R,payment_type_Bi-Weekly,payment_type_Monthly,payment_type_Semi-Monthly,payment_type_Weekly
1,26,10,3,0,0,135,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1.4,0,0,1,0,0,0,0
0,36,1,1,54,0,112,0,0,17,1,1,1,0,0,0,0,0,0,0,0,0.71,1,0,1,0,0,0,0
0,27,18,4,173,0,320,0,0,42,1,1,0,1,0,0,0,0,0,1,0,2.2,1,0,1,1,0,0,0
1,22,0,0,18,0,39,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0
0,33,5,0,28,0,72,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0.37,0,0,1,0,0,0,1
0,31,0,0,65,0,127,0,0,15,1,1,1,0,0,0,0,0,0,0,0,1.23,1,0,0,1,0,0,0
0,24,0,0,23,0,36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,0,0,95,0,206,0,0,9,1,1,1,0,0,0,0,0,0,0,0,1.33,0,0,1,0,0,0,0
0,38,5,1,69,0,154,0,0,19,1,0,0,1,2,0,0,0,0,0,0,1.27,1,0,0,1,0,0,0
0,36,11,1,91,0,261,0,0,12,1,1,1,0,2,0,0,0,0,0,0,2.13,1,0,1,0,1,0,0
1,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,0,0,149,0,283,0,0,46,1,1,1,0,0,0,0,0,0,1,0,1.73,1,0,1,1,0,0,0
0,36,0,0,57,0,141,0,0,13,1,1,0,1,0,0,0,0,0,1,0,1.3,1,0,1,0,0,0,1
1,28,0,0,0,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.17,0,0,1,1,0,0,0
0,31,0,0,0,0,194,0,0,15,1,0,0,1,0,0,0,0,0,0,0,2.23,0,0,1,0,0,0,0
0,30,0,0,15,0,32,0,0,7,1,0,0,1,2,0,0,0,0,1,0,0.27,0,0,0,1,0,0,0
0,27,0,0,24,0,39,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0
1,25,0,0,2,0,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.07,1,0,0,1,0,0,0
1,33,0,0,0,1,35,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0.97,0,0,1,1,0,0,0
0,27,0,0,116,0,275,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,1
0,28,16,3,101,0,240,0,0,46,1,1,1,0,2,0,0,0,0,0,0,1.83,1,0,1,1,0,0,0
1,31,3,0,37,0,46,0,0,15,1,0,1,0,0,0,0,0,0,0,0,0.4,1,0,1,1,0,0,0
0,30,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,37,1,0,30,0,51,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0.5,1,0,1,0,0,0,0
0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,27,0,0,0,0,204,0,0,13,1,0,1,0,2,0,0,0,0,0,0,2.07,0,0,0,1,0,0,0
1,37,0,0,0,0,3,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.25,0,0,0,0,1,0,0
0,33,0,0,0,0,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,1,0
0,23,0,0,5,0,5,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0.09,0,0,0,1,0,0,0
1,25,0,0,36,0,65,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0.97,1,0,1,1,0,0,0
0,39,2,2,32,0,55,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0.53,1,0,0,1,0,0,0
0,32,0,0,23,0,41,0,0,12,1,1,1,0,2,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0
1,35,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,23,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,0,0,17,0,40,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.43,0,0,0,1,0,0,0
0,26,0,0,0,0,206,1,0,12,1,1,0,1,0,0,0,0,0,0,0,1.83,1,0,1,0,0,0,0
1,23,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.17,0,0,0,1,0,0,0
1,39,0,0,0,0,203,0,0,7,1,1,0,1,0,0,0,0,0,0,0,2.07,0,0,0,1,0,0,0
0,27,0,0,128,0,119,0,0,15,1,0,0,1,2,0,0,0,0,0,0,1.03,0,0,1,0,0,0,0
0,22,24,7,159,0,293,0,0,14,1,1,0,1,0,0,0,0,0,0,0,1.97,1,0,1,1,0,0,0
0,32,0,0,0,0,218,0,0,32,1,1,0,1,0,0,0,0,0,0,0,2.5,0,0,1,1,0,0,0
1,39,0,0,0,1,163,0,0,9,1,1,1,1,3,0,0,0,0,1,0,1.87,0,0,1,1,0,0,0
0,45,28,4,40,0,161,0,0,107,1,1,1,0,0,0,0,0,0,1,0,0.97,1,0,1,0,1,0,0
0,40,0,0,0,0,6,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37,1,0,54,0,95,0,0,2,1,0,1,0,5,0,0,0,0,0,0,1.23,0,0,0,1,0,0,0
0,40,10,0,43,0,87,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0.8,1,0,1,0,1,0,0
0,42,0,0,0,0,190,0,0,5,1,1,1,1,2,0,0,0,0,0,0,2.23,0,0,1,1,0,0,0
0,22,0,0,7,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.43,0,0,0,1,0,0,0
0,25,0,0,0,1,96,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1.63,0,0,1,1,0,0,0
1,21,0,0,3,0,30,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0.33,0,0,0,0,0,0,1
0,20,2,0,7,0,9,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.17,1,0,0,0,0,0,0
0,45,4,2,89,0,0,0,0,0,1,1,0,1,3,0,0,0,0,1,0,1,1,0,1,1,0,0,0
1,32,0,0,81,0,163,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1.33,0,0,1,1,0,0,0
0,21,2,0,7,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.03,0,1,0,0,0,0,1
1,20,15,1,38,0,60,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0.7,1,0,1,0,0,0,1
0,30,0,0,41,0,83,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0,26,2,0,49,0,148,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.93,0,1,0,0,0,0,0
1,27,0,0,3,0,67,0,0,5,1,1,0,1,0,0,0,0,0,1,0,1.1,0,0,0,0,0,1,0
0,38,0,0,67,0,140,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1.77,0,0,1,1,0,0,0
1,21,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,23,0,0,0,0,248,0,1,14,1,1,1,0,2,0,0,0,0,0,0,2.53,1,0,1,1,0,0,0
0,37,5,0,9,0,51,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0.77,1,0,0,1,0,0,0
1,26,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,26,0,0,0,1,235,2,1,47,1,1,0,1,0,0,0,0,0,0,0,2.33,0,0,1,0,0,0,0
1,31,0,0,0,0,258,0,0,23,1,1,0,1,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0
0,26,17,1,82,0,112,0,0,17,1,0,1,0,0,0,0,0,0,0,0,0.89,1,0,1,1,0,0,0
0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,43,0,0,0,0,5,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0.2,0,0,1,0,1,0,0
0,27,7,1,40,0,56,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0.93,1,0,1,1,0,0,0
0,23,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1,39,0,0,0,0,117,0,0,5,1,1,0,1,0,0,0,0,0,0,0,2.07,0,0,1,0,0,1,0
0,21,0,0,3,0,23,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,0,0,12,0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,1
0,37,1,0,64,0,106,0,0,23,1,1,1,0,0,0,0,0,0,0,0,0.86,1,0,1,0,0,0,1
1,37,0,0,0,0,174,0,0,24,1,1,0,1,0,0,0,0,0,0,0,1.1,1,0,0,1,0,0,0
1,25,0,0,1,0,166,0,0,7,1,1,0,1,3,0,0,0,0,1,0,1.77,0,1,0,1,0,0,0
0,36,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,42,0,0,0,3,76,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0.93,0,0,1,0,0,0,1
0,27,0,0,24,0,55,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0.7,0,0,0,1,0,0,0
0,20,1,0,14,0,42,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.89,0,0,1,0,0,0,0
0,38,0,0,0,0,57,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,1
0,22,0,0,22,0,56,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.67,0,0,0,0,0,1,0
0,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,43,0,0,241,0,190,0,0,40,1,1,1,0,2,0,0,0,0,0,0,1.47,1,0,1,0,0,0,0
0,20,0,0,38,0,57,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0
0,32,7,3,99,0,189,0,0,87,1,1,1,0,2,0,0,0,0,0,0,1.37,1,0,1,0,0,0,1
0,42,0,0,87,0,89,0,0,19,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,22,0,0,0,0,30,0,0,6,1,0,1,0,2,0,0,0,0,0,0,0.23,0,0,1,0,0,0,1
0,30,0,0,188,0,178,0,0,37,1,1,0,1,0,0,0,0,0,0,0,1.13,1,0,1,0,0,0,0
1,32,0,0,6,0,16,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0.3,0,0,0,1,0,0,0
1,29,0,0,0,1,10,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0.5,1,1,0,0,0,0,1
0,30,0,0,24,0,61,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,34,0,0,0,0,218,0,0,14,1,1,1,0,4,0,0,0,0,0,0,2.2,0,0,1,0,1,0,0
0,30,0,0,35,0,67,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0
1,37,0,0,0,2,256,1,0,26,1,1,1,0,2,0,0,0,0,0,0,2.27,1,1,0,0,0,0,1
1,25,1,0,3,0,5,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.13,0,0,1,0,0,1,0
1,27,0,0,103,0,75,0,0,7,1,0,1,0,0,0,0,0,0,1,0,0.67,1,0,1,0,0,1,0
1,32,0,0,0,1,210,0,0,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,39,0,0,197,0,299,0,0,52,1,1,1,0,2,0,0,0,0,0,0,1.9,0,0,1,1,0,0,0
1,25,0,0,19,0,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
1,23,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.5,0,0,0,1,0,0,0
0,37,0,0,90,0,207,0,0,5,1,1,0,1,0,0,0,0,0,1,0,2.03,1,0,0,0,1,0,0
0,34,0,0,0,0,304,0,0,5,1,1,0,1,0,0,0,0,0,0,0,2.23,0,0,1,0,0,1,0
0,27,40,1,89,0,204,0,0,22,1,1,1,0,0,0,0,0,0,0,0,1.83,1,0,1,1,0,0,0
1,32,0,0,0,1,194,0,0,37,1,1,0,1,0,0,0,0,0,0,0,2.1,0,0,1,0,0,0,1
0,49,0,0,69,0,284,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0
0,36,2,4,56,0,130,0,0,6,1,1,1,0,0,0,0,0,0,0,0,1.17,1,0,1,1,0,0,0
1,27,0,0,0,0,5,0,0,1,1,1,0,1,2,0,1,0,1,0,0,0.06,0,0,0,0,0,0,0
1,33,0,0,0,0,216,0,0,20,1,1,1,0,0,0,0,0,0,0,0,1.43,1,0,1,1,0,0,0
1,50,0,0,58,0,64,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.67,1,0,1,1,0,0,0
0,25,4,1,32,0,47,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0.67,1,0,0,0,0,0,0
1,31,0,0,20,0,50,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0.4,1,0,0,0,0,0,0
1,36,4,0,0,0,10,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.37,0,0,1,0,0,1,0
0,54,0,0,0,0,97,0,0,2,1,1,1,0,2,0,0,0,0,1,0,0.63,1,0,1,1,0,0,0
1,27,6,1,14,0,19,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0.37,1,0,1,1,0,0,0
1,19,0,0,0,0,17,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0.27,1,0,0,1,0,0,0
1,25,0,0,0,0,26,0,0,1,1,1,0,1,3,0,0,0,0,0,0,0.17,0,0,1,1,0,0,0
0,32,0,0,0,0,246,0,1,31,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,29,0,0,3,0,13,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,37,0,0,102,0,242,0,0,15,1,1,1,0,2,0,0,0,0,0,0,2.1,1,0,1,0,0,0,1
0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,51,54,2,75,0,275,0,0,27,1,0,0,1,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0
0,33,0,0,0,0,50,0,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,31,0,0,33,0,93,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1.07,1,0,0,1,0,0,0
0,23,2,0,128,0,150,0,0,12,1,1,0,1,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,1
1,31,0,0,0,0,25,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0
0,24,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,33,57,3,46,0,263,0,0,25,1,0,0,1,0,0,0,0,0,0,0,1.93,0,0,1,0,0,1,0
1,29,0,0,16,0,52,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0.63,0,0,1,0,0,0,0
1,20,9,1,20,0,37,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0
0,38,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,36,6,0,86,0,135,0,0,17,1,1,1,0,0,0,0,0,0,1,0,1.43,1,1,0,0,0,0,1
1,34,3,1,38,0,60,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0.5,1,0,1,0,0,0,0
1,30,0,0,18,0,20,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.37,1,0,1,0,0,0,0
0,43,1,0,6,0,5,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0.07,1,0,0,1,0,0,0
1,30,0,0,13,0,22,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.17,1,0,0,0,1,0,0
0,29,0,0,56,0,216,0,0,13,1,1,0,1,2,0,0,0,0,0,0,2.1,0,0,1,1,0,0,0
0,21,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.03,0,0,1,0,0,0,1
0,28,0,0,18,1,238,0,0,23,1,0,1,0,0,0,0,0,0,0,0,1.77,1,0,1,1,0,0,0
0,26,16,2,137,0,177,0,0,32,1,1,1,0,0,0,0,0,0,0,0,1.17,1,0,1,1,0,0,0
0,29,0,0,56,0,165,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1.27,1,0,1,1,0,0,0
0,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,24,0,0,0,1,76,1,0,4,1,1,0,1,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,1
1,29,0,0,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,20,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,23,0,0,15,0,45,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,1
0,31,1,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0
0,23,0,0,14,0,31,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,1
1,24,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,0,0,6,0,27,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,1
0,55,5,0,87,0,283,0,0,44,1,1,1,0,0,0,0,0,0,0,0,1.97,1,0,1,1,0,0,0
1,40,0,0,34,0,156,0,0,13,1,1,0,1,0,0,0,0,0,0,0,0.9,0,0,0,1,0,0,0
0,41,26,1,122,0,254,0,0,15,1,0,1,0,0,0,0,0,0,0,0,2.13,1,0,1,1,0,0,0
0,24,1,0,0,0,221,0,0,4,1,1,0,1,2,0,0,0,0,0,0,2.2,0,0,1,1,0,0,0
0,24,2,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,1
0,26,0,0,41,0,95,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0.69,0,0,0,1,0,0,0
1,27,0,0,0,0,198,0,0,6,1,0,0,1,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,1
0,21,0,0,0,0,4,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0.07,0,0,0,1,0,0,0
0,38,0,0,0,0,149,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1.8,1,1,0,0,1,0,0
1,41,0,0,0,0,187,0,0,8,1,1,1,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0
1,31,0,0,68,0,158,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1.27,1,0,1,0,0,0,1
1,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,41,2,0,58,0,123,0,0,14,1,0,1,0,0,0,0,0,0,0,0,0.5,1,0,1,0,0,0,1
0,47,0,0,36,0,109,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1.1,0,0,0,1,0,0,0
1,26,0,0,20,0,40,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.65,0,0,0,1,0,0,0
1,43,0,0,0,0,222,0,0,17,1,1,0,1,0,0,0,0,0,0,0,2.17,0,0,1,0,0,0,1
0,21,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,25,0,0,41,0,49,0,0,4,1,0,0,1,0,0,0,0,0,1,0,0.83,1,0,1,1,0,0,0
0,27,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,45,1,1,53,0,127,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1.2,0,0,0,0,1,0,0
0,21,0,0,0,1,142,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1.67,0,0,1,0,0,1,0
1,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,28,2,0,79,0,203,0,0,8,1,1,0,1,2,0,0,0,0,1,0,1.8,0,0,1,1,0,0,0
0,32,0,0,25,0,42,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0.93,1,0,1,0,0,0,1
0,18,0,0,139,0,211,0,0,19,1,0,0,1,0,0,0,0,0,0,0,1.43,0,0,1,1,0,0,0
0,23,21,0,28,0,88,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1.17,0,0,1,0,0,0,0
0,55,47,2,48,0,177,0,0,44,1,1,0,1,0,0,0,0,0,0,0,1.57,1,0,1,1,0,0,0
1,22,11,4,25,0,47,0,0,7,1,1,0,1,0,0,0,0,0,1,0,0.53,1,0,0,1,0,0,0
0,29,3,1,27,0,294,1,0,54,1,1,0,1,0,0,0,0,0,0,0,1.8,1,0,1,0,0,0,1
1,30,0,0,53,0,120,0,0,8,1,1,0,1,0,0,0,0,0,0,0,0.9,1,0,0,1,0,0,0
0,35,1,0,39,0,54,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,1
1,36,2,1,52,0,189,0,0,1,1,0,0,1,2,0,0,0,0,1,0,1.1,0,0,0,1,0,0,0
1,21,17,5,44,0,83,0,0,14,1,1,0,1,0,0,0,0,0,0,0,0.83,1,0,1,1,0,0,0
0,25,6,1,14,0,29,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
1,35,1,0,159,0,299,0,0,1,1,1,1,0,0,0,0,1,0,1,0,2.03,1,0,1,0,0,0,1
1,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,26,3,1,5,0,5,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0.75,0,0,0,1,0,0,0
0,25,3,0,71,0,145,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0
0,26,10,1,93,0,154,0,0,24,1,1,0,1,0,0,0,0,0,0,0,1.13,1,0,1,0,0,0,1
0,21,7,0,111,0,160,0,0,24,1,1,0,1,3,0,1,0,0,0,0,1.23,1,0,0,1,0,0,0
1,24,4,3,16,0,42,0,0,12,1,1,0,1,0,0,0,0,0,1,1,0.03,0,0,1,0,0,0,0
1,22,0,0,14,0,20,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.28,1,0,1,0,0,1,0
1,26,0,0,16,0,11,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.47,1,0,0,1,0,0,0
0,31,0,0,1,0,15,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0.37,0,0,0,1,0,0,0
1,19,2,1,19,0,32,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1,31,0,0,13,0,46,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.37,0,0,0,1,0,0,0
1,25,5,2,5,0,36,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.53,1,0,1,1,0,0,0
1,36,3,0,150,0,265,0,0,25,1,1,0,1,0,0,0,0,0,0,0,1.77,1,0,0,0,0,0,0
0,22,0,0,3,0,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0.07,0,0,0,0,0,0,1
1,31,0,0,8,0,10,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0.31,0,0,0,1,0,0,0
0,36,0,0,10,0,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.67,0,0,0,1,0,0,0
1,26,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,44,0,0,1,0,127,0,0,11,1,0,0,1,0,0,0,0,0,0,0,1.43,1,0,1,0,0,1,0
0,26,0,0,22,0,288,0,0,6,1,0,0,1,2,0,0,0,0,0,0,2.23,1,0,1,1,0,0,0
1,51,0,0,0,3,246,0,1,64,1,1,0,1,2,0,1,1,0,0,0,2.2,0,1,0,1,0,0,0
0,31,0,0,13,0,30,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,1,0
1,18,4,1,0,0,180,0,0,14,1,0,0,1,0,0,0,0,0,0,0,1.87,1,0,0,1,0,0,0
0,21,0,0,9,0,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.17,1,0,0,0,0,0,0
1,22,0,0,0,0,290,0,0,25,1,1,1,0,0,0,0,0,0,1,0,2.47,1,0,1,0,1,0,0
1,34,0,0,24,0,31,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0.17,0,0,0,1,0,0,0
0,34,4,1,134,0,226,0,0,17,1,1,1,0,2,0,0,0,0,1,0,1.73,0,0,1,1,0,0,0
1,29,0,0,0,0,97,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1.4,0,1,0,0,0,0,1
1,27,0,0,0,0,68,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1,30,1,0,18,0,25,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0.4,1,0,1,0,0,0,0
1,24,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.07,0,0,0,0,1,0,0
0,32,11,0,60,0,134,0,0,10,1,1,1,0,0,0,0,0,0,1,0,1.2,0,0,1,1,0,0,0
0,35,2,0,74,0,155,0,0,6,1,1,0,1,0,0,0,0,0,0,0,1.17,1,0,1,1,0,0,0
0,21,0,0,0,0,155,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.77,0,0,0,0,0,1,0
1,23,21,0,12,0,20,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0
0,51,0,0,8,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.17,0,0,0,1,0,0,0
1,20,0,0,8,0,71,0,0,4,1,0,0,1,0,0,0,0,0,1,0,0.27,1,0,0,0,0,0,1
1,25,0,0,0,0,150,1,0,19,1,1,0,1,2,0,0,0,0,1,0,1.8,1,0,1,0,0,0,0
0,25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,29,0,0,0,0,46,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1.1,0,0,0,0,0,1,0
0,35,18,1,60,0,125,0,0,3,1,1,1,0,2,0,0,0,0,1,0,1.3,1,0,0,1,0,0,0
0,25,0,0,58,0,120,0,0,11,1,1,0,1,2,0,0,0,0,0,0,1.1,0,0,0,1,0,0,0
1,30,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0
0,30,0,0,7,0,13,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0.3,1,0,0,0,0,0,1
0,24,0,0,0,0,31,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0.8,0,0,1,0,0,0,1
1,27,0,0,21,0,43,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0
